REF_DATE,GEO,DGUID,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2005,Ontario by Local Health Integration Network,35,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41260967,56.1.18.9,0
2005,Ontario by Local Health Integration Network,35,"Life stress, quite a lot (18 years and over)",Statistically different from previous cycle,Number,223,units,0,v41260970,56.1.18.12,-1
2003,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41157367,56.1.19.1,6406920
2005,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41157367,56.1.19.1,6700754
2003,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41157368,56.1.19.2,6334828
2005,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41157368,56.1.19.2,6620163
2003,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41157369,56.1.19.3,6479012
2005,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41157369,56.1.19.3,6781345
2003,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41157371,56.1.19.5,62.3
2005,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41157371,56.1.19.5,63.4
2003,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41157372,56.1.19.6,61.6
2005,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41157372,56.1.19.6,62.6
2003,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41157373,56.1.19.7,63
2005,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41157373,56.1.19.7,64.2
2003,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41260971,56.1.19.9,1
2005,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41260971,56.1.19.9,1
2005,Ontario by Local Health Integration Network,35,Very strong or somewhat strong sense of belonging to local community,Statistically different from previous cycle,Number,223,units,0,v41260974,56.1.19.12,1
2003,Ontario by Health Unit,35,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41166831,71.1.2.1,7268903
2005,Ontario by Health Unit,35,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41166831,71.1.2.1,7698332
2003,Ontario by Health Unit,35,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41166832,71.1.2.2,7199516
2005,Ontario by Health Unit,35,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41166832,71.1.2.2,7629478
2003,Ontario by Health Unit,35,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41166833,71.1.2.3,7338289
2005,Ontario by Health Unit,35,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41166833,71.1.2.3,7767187
2003,Ontario by Health Unit,35,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41166835,71.1.2.5,70.7
2005,Ontario by Health Unit,35,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41166835,71.1.2.5,72.8
2003,Ontario by Health Unit,35,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41166836,71.1.2.6,70
2005,Ontario by Health Unit,35,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41166836,71.1.2.6,72.2
2003,Ontario by Health Unit,35,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41166837,71.1.2.7,71.4
2005,Ontario by Health Unit,35,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41166837,71.1.2.7,73.5
2003,Ontario by Health Unit,35,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41265525,71.1.2.9,-1
2005,Ontario by Health Unit,35,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41265525,71.1.2.9,0
2005,Ontario by Health Unit,35,Very good or excellent self-rated mental health,Statistically different from previous cycle,Number,223,units,0,v41265526,71.1.2.12,1
2003,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41166959,71.1.18.1,2291581
2005,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41166959,71.1.18.1,2214285
2003,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41166960,71.1.18.2,2231217
2005,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41166960,71.1.18.2,2149090
2003,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41166961,71.1.18.3,2351944
2005,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41166961,71.1.18.3,2279479
2003,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41166963,71.1.18.5,24.6
2005,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41166963,71.1.18.5,23.1
2003,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41166964,71.1.18.6,24
2005,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41166964,71.1.18.6,22.5
2003,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41166965,71.1.18.7,25.3
2005,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41166965,71.1.18.7,23.8
2003,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41265555,71.1.18.9,0
2005,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41265555,71.1.18.9,0
2005,Ontario by Health Unit,35,"Life stress, quite a lot (18 years and over)",Statistically different from previous cycle,Number,223,units,0,v41265556,71.1.18.12,-1
2003,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41166967,71.1.19.1,6406920
2005,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41166967,71.1.19.1,6700754
2003,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41166968,71.1.19.2,6334828
2005,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41166968,71.1.19.2,6620163
2003,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41166969,71.1.19.3,6479012
2005,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41166969,71.1.19.3,6781345
2003,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41166971,71.1.19.5,62.3
2005,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41166971,71.1.19.5,63.4
2003,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41166972,71.1.19.6,61.6
2005,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41166972,71.1.19.6,62.6
2003,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41166973,71.1.19.7,63
2005,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41166973,71.1.19.7,64.2
2003,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41265557,71.1.19.9,1
2005,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41265557,71.1.19.9,1
2005,Ontario by Health Unit,35,Very strong or somewhat strong sense of belonging to local community,Statistically different from previous cycle,Number,223,units,0,v41265558,71.1.19.12,1
2003,Manitoba,46,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41190511,108.1.2.1,667030
2005,Manitoba,46,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41190511,108.1.2.1,658387
2003,Manitoba,46,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41190512,108.1.2.2,652607
2005,Manitoba,46,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41190512,108.1.2.2,642855
2003,Manitoba,46,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41190513,108.1.2.3,681452
2005,Manitoba,46,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41190513,108.1.2.3,673919
2003,Manitoba,46,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41190515,108.1.2.5,72.9
2005,Manitoba,46,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41190515,108.1.2.5,70.4
2003,Manitoba,46,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41190516,108.1.2.6,71.3
2005,Manitoba,46,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41190516,108.1.2.6,68.7
2003,Manitoba,46,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41190517,108.1.2.7,74.5
2005,Manitoba,46,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41190517,108.1.2.7,72.1
2003,Manitoba,46,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41276767,108.1.2.9,0
2005,Manitoba,46,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41276767,108.1.2.9,-1
2005,Manitoba,46,Very good or excellent self-rated mental health,Statistically different from previous cycle,Number,223,units,0,v41276768,108.1.2.12,-1
2003,Manitoba,46,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41190639,108.1.18.1,167107
2005,Manitoba,46,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41190639,108.1.18.1,166337
2003,Manitoba,46,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41190640,108.1.18.2,154245
2005,Manitoba,46,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41190640,108.1.18.2,154434
2003,Manitoba,46,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41190641,108.1.18.3,179969
2005,Manitoba,46,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41190641,108.1.18.3,178240
2003,Manitoba,46,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41190643,108.1.18.5,20.3
2005,Manitoba,46,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41190643,108.1.18.5,19.8
2003,Manitoba,46,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41190644,108.1.18.6,18.8
2005,Manitoba,46,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41190644,108.1.18.6,18.4
2003,Manitoba,46,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41190645,108.1.18.7,21.9
2005,Manitoba,46,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41190645,108.1.18.7,21.2
2003,Manitoba,46,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41276797,108.1.18.9,-1
2005,Manitoba,46,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41276797,108.1.18.9,-1
2005,Manitoba,46,"Life stress, quite a lot (18 years and over)",Statistically different from previous cycle,Number,223,units,0,v41276798,108.1.18.12,0
2003,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41190647,108.1.19.1,612168
2005,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41190647,108.1.19.1,616628
2003,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41190648,108.1.19.2,595659
2005,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41190648,108.1.19.2,599803
2003,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41190649,108.1.19.3,628676
2005,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41190649,108.1.19.3,633453
2003,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41190651,108.1.19.5,66.9
2005,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41190651,108.1.19.5,65.9
2003,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41190652,108.1.19.6,65.1
2005,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41190652,108.1.19.6,64.1
2003,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41190653,108.1.19.7,68.7
2005,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41190653,108.1.19.7,67.7
2003,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41276799,108.1.19.9,1
2005,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41276799,108.1.19.9,1
2005,Manitoba,46,Very strong or somewhat strong sense of belonging to local community,Statistically different from previous cycle,Number,223,units,0,v41276800,108.1.19.12,0
2003,Saskatchewan,47,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41197551,121.1.2.1,570584
2005,Saskatchewan,47,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41197551,121.1.2.1,556961
2003,Saskatchewan,47,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41197552,121.1.2.2,557991
2005,Saskatchewan,47,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41197552,121.1.2.2,545277
2003,Saskatchewan,47,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41197553,121.1.2.3,583177
2005,Saskatchewan,47,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41197553,121.1.2.3,568644
2003,Saskatchewan,47,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41197555,121.1.2.5,71.3
2005,Saskatchewan,47,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41197555,121.1.2.5,70.7
2003,Saskatchewan,47,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41197556,121.1.2.6,69.8
2005,Saskatchewan,47,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41197556,121.1.2.6,69.2
2003,Saskatchewan,47,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41197557,121.1.2.7,72.9
2005,Saskatchewan,47,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41197557,121.1.2.7,72.2
2003,Saskatchewan,47,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41280001,121.1.2.9,0
2005,Saskatchewan,47,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41280001,121.1.2.9,-1
2005,Saskatchewan,47,Very good or excellent self-rated mental health,Statistically different from previous cycle,Number,223,units,0,v41280002,121.1.2.12,0
2003,Saskatchewan,47,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41197679,121.1.18.1,146172
2005,Saskatchewan,47,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41197679,121.1.18.1,149571
2003,Saskatchewan,47,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41197680,121.1.18.2,136059
2005,Saskatchewan,47,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41197680,121.1.18.2,138862
2003,Saskatchewan,47,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41197681,121.1.18.3,156286
2005,Saskatchewan,47,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41197681,121.1.18.3,160280
2003,Saskatchewan,47,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41197683,121.1.18.5,20.6
2005,Saskatchewan,47,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41197683,121.1.18.5,21.2
2003,Saskatchewan,47,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41197684,121.1.18.6,19.2
2005,Saskatchewan,47,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41197684,121.1.18.6,19.7
2003,Saskatchewan,47,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41197685,121.1.18.7,22
2005,Saskatchewan,47,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41197685,121.1.18.7,22.7
2003,Saskatchewan,47,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41280031,121.1.18.9,-1
2005,Saskatchewan,47,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41280031,121.1.18.9,-1
2005,Saskatchewan,47,"Life stress, quite a lot (18 years and over)",Statistically different from previous cycle,Number,223,units,0,v41280032,121.1.18.12,0
2003,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41197687,121.1.19.1,559113
2005,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41197687,121.1.19.1,553027
2003,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41197688,121.1.19.2,547004
2005,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41197688,121.1.19.2,541135
2003,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41197689,121.1.19.3,571221
2005,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41197689,121.1.19.3,564919
2003,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41197691,121.1.19.5,69.9
2005,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41197691,121.1.19.5,70.2
2003,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41197692,121.1.19.6,68.4
2005,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41197692,121.1.19.6,68.7
2003,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41197693,121.1.19.7,71.4
2005,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41197693,121.1.19.7,71.7
2003,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41280033,121.1.19.9,1
2005,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41280033,121.1.19.9,1
2005,Saskatchewan,47,Very strong or somewhat strong sense of belonging to local community,Statistically different from previous cycle,Number,223,units,0,v41280034,121.1.19.12,0
2003,Alberta,48,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41205231,136.1.2.1,1881599
2005,Alberta,48,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41205231,136.1.2.1,1971482
2003,Alberta,48,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41205232,136.1.2.2,1850168
2005,Alberta,48,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41205232,136.1.2.2,1939871
2003,Alberta,48,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41205233,136.1.2.3,1913030
2005,Alberta,48,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41205233,136.1.2.3,2003093
2003,Alberta,48,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41205235,136.1.2.5,72.3
2005,Alberta,48,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41205235,136.1.2.5,73.4
2003,Alberta,48,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41205236,136.1.2.6,71
2005,Alberta,48,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41205236,136.1.2.6,72.2
2003,Alberta,48,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41205237,136.1.2.7,73.5
2005,Alberta,48,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41205237,136.1.2.7,74.6
2003,Alberta,48,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41283543,136.1.2.9,0
2005,Alberta,48,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41283543,136.1.2.9,0
2005,Alberta,48,Very good or excellent self-rated mental health,Statistically different from previous cycle,Number,223,units,0,v41283544,136.1.2.12,0
2003,Alberta,48,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41205359,136.1.18.1,544260
2005,Alberta,48,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41205359,136.1.18.1,538417
2003,Alberta,48,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41205360,136.1.18.2,513350
2005,Alberta,48,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41205360,136.1.18.2,508288
2003,Alberta,48,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41205361,136.1.18.3,575170
2005,Alberta,48,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41205361,136.1.18.3,568546
2003,Alberta,48,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41205363,136.1.18.5,23.3
2005,Alberta,48,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41205363,136.1.18.5,22.4
2003,Alberta,48,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41205364,136.1.18.6,22
2005,Alberta,48,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41205364,136.1.18.6,21.1
2003,Alberta,48,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41205365,136.1.18.7,24.7
2005,Alberta,48,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41205365,136.1.18.7,23.6
2003,Alberta,48,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41283573,136.1.18.9,0
2005,Alberta,48,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41283573,136.1.18.9,0
2005,Alberta,48,"Life stress, quite a lot (18 years and over)",Statistically different from previous cycle,Number,223,units,0,v41283574,136.1.18.12,0
2003,Alberta,48,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41205367,136.1.19.1,1620303
2005,Alberta,48,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41205367,136.1.19.1,1687927
2003,Alberta,48,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41205368,136.1.19.2,1585206
2005,Alberta,48,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41205368,136.1.19.2,1652361
2003,Alberta,48,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41205369,136.1.19.3,1655399
2005,Alberta,48,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41205369,136.1.19.3,1723494
2003,Alberta,48,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41205371,136.1.19.5,62.2
2005,Alberta,48,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41205371,136.1.19.5,62.8
2003,Alberta,48,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41205372,136.1.19.6,60.9
2005,Alberta,48,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41205372,136.1.19.6,61.5
2003,Alberta,48,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41205373,136.1.19.7,63.6
2005,Alberta,48,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41205373,136.1.19.7,64.2
2003,Alberta,48,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41283575,136.1.19.9,0
2005,Alberta,48,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41283575,136.1.19.9,0
2005,Alberta,48,Very strong or somewhat strong sense of belonging to local community,Statistically different from previous cycle,Number,223,units,0,v41283576,136.1.19.12,0
2003,"Chinook Regional Health Authority, Alberta",4820-E,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41205871,137.1.2.1,85194
2005,"Chinook Regional Health Authority, Alberta",4820-E,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41205871,137.1.2.1,91682
2003,"Chinook Regional Health Authority, Alberta",4820-E,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41205872,137.1.2.2,80422
