REF_DATE,GEO,DGUID,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2021/2022,Ontario,2016A000235,"Life satisfaction, satisfied or very satisfied",Statistically different from the Canada rate,Number,223,units,0,v115889238,26.1.1.24.7,-1
2017/2018,Ontario,2016A000235,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v1078778770,26.1.1.24.9,0
2019/2020,Ontario,2016A000235,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v1078778770,26.1.1.24.9,0
2021/2022,Ontario,2016A000235,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v1078778770,26.1.1.24.9,-1
2015/2016,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v115213985,31.1.1.3.1,700600
2017/2018,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v115213985,31.1.1.3.1,704600
2019/2020,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v115213985,31.1.1.3.1,670300
2021/2022,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v115213985,31.1.1.3.1,598800
2015/2016,Manitoba,2016A000246,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v115213986,31.1.1.3.2,679100
2017/2018,Manitoba,2016A000246,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v115213986,31.1.1.3.2,684500
2019/2020,Manitoba,2016A000246,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v115213986,31.1.1.3.2,650100
2021/2022,Manitoba,2016A000246,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v115213986,31.1.1.3.2,577900
2015/2016,Manitoba,2016A000246,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v115213987,31.1.1.3.3,718800
2017/2018,Manitoba,2016A000246,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v115213987,31.1.1.3.3,722700
2019/2020,Manitoba,2016A000246,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v115213987,31.1.1.3.3,692800
2021/2022,Manitoba,2016A000246,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v115213987,31.1.1.3.3,615400
2015/2016,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v115213988,31.1.1.3.4,69.5
2017/2018,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v115213988,31.1.1.3.4,68.1
2019/2020,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v115213988,31.1.1.3.4,63.4
2021/2022,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v115213988,31.1.1.3.4,55.3
2015/2016,Manitoba,2016A000246,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v115213989,31.1.1.3.5,67.7
2017/2018,Manitoba,2016A000246,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v115213989,31.1.1.3.5,66.2
2019/2020,Manitoba,2016A000246,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v115213989,31.1.1.3.5,61.4
2021/2022,Manitoba,2016A000246,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v115213989,31.1.1.3.5,53.6
2015/2016,Manitoba,2016A000246,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v115213990,31.1.1.3.6,71.3
2017/2018,Manitoba,2016A000246,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v115213990,31.1.1.3.6,70
2019/2020,Manitoba,2016A000246,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v115213990,31.1.1.3.6,65.5
2021/2022,Manitoba,2016A000246,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v115213990,31.1.1.3.6,57.1
2015/2016,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v115889709,31.1.1.3.7,-1
2017/2018,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v115889709,31.1.1.3.7,0
2019/2020,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v115889709,31.1.1.3.7,-1
2021/2022,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v115889709,31.1.1.3.7,0
2017/2018,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v1078781179,31.1.1.3.9,0
2019/2020,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v1078781179,31.1.1.3.9,-1
2021/2022,Manitoba,2016A000246,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v1078781179,31.1.1.3.9,-1
2015/2016,Manitoba,2016A000246,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v115213992,31.1.1.4.1,70900
2017/2018,Manitoba,2016A000246,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v115213992,31.1.1.4.1,75300
2019/2020,Manitoba,2016A000246,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v115213992,31.1.1.4.1,91800
2021/2022,Manitoba,2016A000246,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v115213992,31.1.1.4.1,143200
2015/2016,Manitoba,2016A000246,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v115213993,31.1.1.4.2,61700
2017/2018,Manitoba,2016A000246,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v115213993,31.1.1.4.2,64800
2019/2020,Manitoba,2016A000246,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v115213993,31.1.1.4.2,81000
2021/2022,Manitoba,2016A000246,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v115213993,31.1.1.4.2,131400
2015/2016,Manitoba,2016A000246,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v115213994,31.1.1.4.3,80900
2017/2018,Manitoba,2016A000246,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v115213994,31.1.1.4.3,86200
2019/2020,Manitoba,2016A000246,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v115213994,31.1.1.4.3,105900
2021/2022,Manitoba,2016A000246,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v115213994,31.1.1.4.3,156000
2015/2016,Manitoba,2016A000246,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v115213995,31.1.1.4.4,7
2017/2018,Manitoba,2016A000246,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v115213995,31.1.1.4.4,7.3
2019/2020,Manitoba,2016A000246,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v115213995,31.1.1.4.4,8.7
2021/2022,Manitoba,2016A000246,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v115213995,31.1.1.4.4,13.2
2015/2016,Manitoba,2016A000246,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v115213996,31.1.1.4.5,6.1
2017/2018,Manitoba,2016A000246,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v115213996,31.1.1.4.5,6.3
2019/2020,Manitoba,2016A000246,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v115213996,31.1.1.4.5,7.5
2021/2022,Manitoba,2016A000246,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v115213996,31.1.1.4.5,12.1
2015/2016,Manitoba,2016A000246,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v115213997,31.1.1.4.6,8.1
2017/2018,Manitoba,2016A000246,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v115213997,31.1.1.4.6,8.4
2019/2020,Manitoba,2016A000246,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v115213997,31.1.1.4.6,10
2021/2022,Manitoba,2016A000246,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v115213997,31.1.1.4.6,14.4
2015/2016,Manitoba,2016A000246,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v115889710,31.1.1.4.7,0
2017/2018,Manitoba,2016A000246,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v115889710,31.1.1.4.7,0
2019/2020,Manitoba,2016A000246,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v115889710,31.1.1.4.7,0
2021/2022,Manitoba,2016A000246,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v115889710,31.1.1.4.7,0
2017/2018,Manitoba,2016A000246,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v1078781180,31.1.1.4.9,0
2019/2020,Manitoba,2016A000246,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v1078781180,31.1.1.4.9,0
2021/2022,Manitoba,2016A000246,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v1078781180,31.1.1.4.9,1
2015/2016,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v115213999,31.1.1.5.1,206900
2017/2018,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v115213999,31.1.1.5.1,197800
2019/2020,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v115213999,31.1.1.5.1,216800
2021/2022,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v115213999,31.1.1.5.1,214200
2015/2016,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,223,units,0,v115214000,31.1.1.5.2,190000
2017/2018,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,223,units,0,v115214000,31.1.1.5.2,179800
2019/2020,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,223,units,0,v115214000,31.1.1.5.2,195100
2021/2022,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,223,units,0,v115214000,31.1.1.5.2,198800
2015/2016,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,223,units,0,v115214001,31.1.1.5.3,223400
2017/2018,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,223,units,0,v115214001,31.1.1.5.3,216500
2019/2020,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,223,units,0,v115214001,31.1.1.5.3,237600
2021/2022,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,223,units,0,v115214001,31.1.1.5.3,230700
2015/2016,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v115214002,31.1.1.5.4,20.1
2017/2018,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v115214002,31.1.1.5.4,18.8
2019/2020,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v115214002,31.1.1.5.4,20
2021/2022,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v115214002,31.1.1.5.4,19.5
2015/2016,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, percent",Percent,239,units,0,v115214003,31.1.1.5.5,18.5
2017/2018,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, percent",Percent,239,units,0,v115214003,31.1.1.5.5,17.1
2019/2020,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, percent",Percent,239,units,0,v115214003,31.1.1.5.5,18.2
2021/2022,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, percent",Percent,239,units,0,v115214003,31.1.1.5.5,18.1
2015/2016,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, percent",Percent,239,units,0,v115214004,31.1.1.5.6,21.8
2017/2018,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, percent",Percent,239,units,0,v115214004,31.1.1.5.6,20.5
2019/2020,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, percent",Percent,239,units,0,v115214004,31.1.1.5.6,22
2021/2022,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, percent",Percent,239,units,0,v115214004,31.1.1.5.6,20.9
2015/2016,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the Canada rate,Number,223,units,0,v115889711,31.1.1.5.7,0
2017/2018,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the Canada rate,Number,223,units,0,v115889711,31.1.1.5.7,-1
2019/2020,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the Canada rate,Number,223,units,0,v115889711,31.1.1.5.7,0
2021/2022,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the Canada rate,Number,223,units,0,v115889711,31.1.1.5.7,-1
2017/2018,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,223,units,0,v1078781181,31.1.1.5.9,0
2019/2020,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,223,units,0,v1078781181,31.1.1.5.9,0
2021/2022,Manitoba,2016A000246,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,223,units,0,v1078781181,31.1.1.5.9,0
2015/2016,Manitoba,2016A000246,Mood disorder,Number of persons,Number,223,units,0,v115214062,31.1.1.14.1,87500
2017/2018,Manitoba,2016A000246,Mood disorder,Number of persons,Number,223,units,0,v115214062,31.1.1.14.1,105100
2019/2020,Manitoba,2016A000246,Mood disorder,Number of persons,Number,223,units,0,v115214062,31.1.1.14.1,103800
2021/2022,Manitoba,2016A000246,Mood disorder,Number of persons,Number,223,units,0,v115214062,31.1.1.14.1,114600
2015/2016,Manitoba,2016A000246,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v115214063,31.1.1.14.2,77100
2017/2018,Manitoba,2016A000246,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v115214063,31.1.1.14.2,91500
2019/2020,Manitoba,2016A000246,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v115214063,31.1.1.14.2,90600
2021/2022,Manitoba,2016A000246,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v115214063,31.1.1.14.2,104300
2015/2016,Manitoba,2016A000246,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v115214064,31.1.1.14.3,97900
2017/2018,Manitoba,2016A000246,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v115214064,31.1.1.14.3,117100
2019/2020,Manitoba,2016A000246,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v115214064,31.1.1.14.3,120900
2021/2022,Manitoba,2016A000246,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v115214064,31.1.1.14.3,127200
2015/2016,Manitoba,2016A000246,Mood disorder,Percent,Percent,239,units,0,v115214065,31.1.1.14.4,8.5
2017/2018,Manitoba,2016A000246,Mood disorder,Percent,Percent,239,units,0,v115214065,31.1.1.14.4,9.9
2019/2020,Manitoba,2016A000246,Mood disorder,Percent,Percent,239,units,0,v115214065,31.1.1.14.4,9.6
2021/2022,Manitoba,2016A000246,Mood disorder,Percent,Percent,239,units,0,v115214065,31.1.1.14.4,10.4
2015/2016,Manitoba,2016A000246,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v115214066,31.1.1.14.5,7.5
2017/2018,Manitoba,2016A000246,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v115214066,31.1.1.14.5,8.8
2019/2020,Manitoba,2016A000246,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v115214066,31.1.1.14.5,8.3
2021/2022,Manitoba,2016A000246,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v115214066,31.1.1.14.5,9.4
2015/2016,Manitoba,2016A000246,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v115214067,31.1.1.14.6,9.5
2017/2018,Manitoba,2016A000246,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v115214067,31.1.1.14.6,11.2
2019/2020,Manitoba,2016A000246,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v115214067,31.1.1.14.6,11.1
2021/2022,Manitoba,2016A000246,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v115214067,31.1.1.14.6,11.5
2015/2016,Manitoba,2016A000246,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v115889695,31.1.1.14.7,0
2017/2018,Manitoba,2016A000246,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v115889695,31.1.1.14.7,0
2019/2020,Manitoba,2016A000246,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v115889695,31.1.1.14.7,0
2021/2022,Manitoba,2016A000246,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v115889695,31.1.1.14.7,0
2017/2018,Manitoba,2016A000246,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v1078781190,31.1.1.14.9,0
2019/2020,Manitoba,2016A000246,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v1078781190,31.1.1.14.9,0
2021/2022,Manitoba,2016A000246,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v1078781190,31.1.1.14.9,0
2021/2022,Manitoba,2016A000246,Anxiety disorder,Number of persons,Number,223,units,0,v1707325952,31.1.1.28.1,128000
2021/2022,Manitoba,2016A000246,Anxiety disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v1707325953,31.1.1.28.2,116400
2021/2022,Manitoba,2016A000246,Anxiety disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v1707325954,31.1.1.28.3,140500
2021/2022,Manitoba,2016A000246,Anxiety disorder,Percent,Percent,239,units,0,v1707325955,31.1.1.28.4,11.6
2021/2022,Manitoba,2016A000246,Anxiety disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v1707325956,31.1.1.28.5,10.6
2021/2022,Manitoba,2016A000246,Anxiety disorder,"High 95% confidence interval, percent",Percent,239,units,0,v1707325957,31.1.1.28.6,12.7
2021/2022,Manitoba,2016A000246,Anxiety disorder,Statistically different from the Canada rate,Number,223,units,0,v1707325958,31.1.1.28.7,0
2021/2022,Manitoba,2016A000246,Anxiety disorder,Statistically different from previous reference period,Number,223,units,0,v1707325960,31.1.1.28.9,
2015/2016,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v115214125,31.1.1.23.1,702200
2017/2018,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v115214125,31.1.1.23.1,750500
2019/2020,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v115214125,31.1.1.23.1,763900
2021/2022,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v115214125,31.1.1.23.1,746400
2015/2016,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v115214126,31.1.1.23.2,685300
2017/2018,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v115214126,31.1.1.23.2,729200
2019/2020,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v115214126,31.1.1.23.2,739100
2021/2022,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v115214126,31.1.1.23.2,727300
2015/2016,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v115214127,31.1.1.23.3,721400
2017/2018,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v115214127,31.1.1.23.3,769100
2019/2020,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v115214127,31.1.1.23.3,791200
2021/2022,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v115214127,31.1.1.23.3,763100
2015/2016,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v115214128,31.1.1.23.4,70.7
2017/2018,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v115214128,31.1.1.23.4,73.6
2019/2020,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v115214128,31.1.1.23.4,73.2
2021/2022,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v115214128,31.1.1.23.4,69.2
2015/2016,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v115214129,31.1.1.23.5,68.9
2017/2018,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v115214129,31.1.1.23.5,71.7
2019/2020,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v115214129,31.1.1.23.5,70.7
2021/2022,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v115214129,31.1.1.23.5,67.5
2015/2016,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v115214130,31.1.1.23.6,72.4
2017/2018,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v115214130,31.1.1.23.6,75.4
2019/2020,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v115214130,31.1.1.23.6,75.5
2021/2022,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v115214130,31.1.1.23.6,70.7
2015/2016,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v115889705,31.1.1.23.7,1
2017/2018,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v115889705,31.1.1.23.7,1
2019/2020,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v115889705,31.1.1.23.7,1
2021/2022,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v115889705,31.1.1.23.7,1
2017/2018,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v1078781199,31.1.1.23.9,1
2019/2020,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v1078781199,31.1.1.23.9,0
2021/2022,Manitoba,2016A000246,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v1078781199,31.1.1.23.9,-1
2015/2016,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v115214132,31.1.1.24.1,923500
2017/2018,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v115214132,31.1.1.24.1,957700
2019/2020,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v115214132,31.1.1.24.1,966200
2021/2022,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v115214132,31.1.1.24.1,963100
2015/2016,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v115214133,31.1.1.24.2,910700
2017/2018,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v115214133,31.1.1.24.2,945400
2019/2020,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v115214133,31.1.1.24.2,950800
2021/2022,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v115214133,31.1.1.24.2,951300
2015/2016,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v115214134,31.1.1.24.3,935200
2017/2018,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v115214134,31.1.1.24.3,968600
2019/2020,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v115214134,31.1.1.24.3,978500
2021/2022,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v115214134,31.1.1.24.3,974800
2015/2016,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v115214135,31.1.1.24.4,92.3
2017/2018,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v115214135,31.1.1.24.4,93.2
2019/2020,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v115214135,31.1.1.24.4,91.7
2021/2022,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v115214135,31.1.1.24.4,89.1
2015/2016,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v115214136,31.1.1.24.5,91.1
2017/2018,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v115214136,31.1.1.24.5,92.2
2019/2020,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v115214136,31.1.1.24.5,90.5
2021/2022,Manitoba,2016A000246,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v115214136,31.1.1.24.5,88
