REF_DATE,GEO,DGUID,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2009/2010,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42929407,29.1.1.18.2,116833
2011/2012,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42929407,29.1.1.18.2,105935
2013/2014,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42929407,29.1.1.18.2,115695
2007/2008,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v42929408,29.1.1.18.3,124424
2009/2010,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v42929408,29.1.1.18.3,137564
2011/2012,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v42929408,29.1.1.18.3,125845
2013/2014,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v42929408,29.1.1.18.3,134192
2007/2008,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Percent,Percent,239,units,0,v42929410,29.1.1.18.5,18.9
2009/2010,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Percent,Percent,239,units,0,v42929410,29.1.1.18.5,20.6
2011/2012,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Percent,Percent,239,units,0,v42929410,29.1.1.18.5,18.8
2013/2014,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Percent,Percent,239,units,0,v42929410,29.1.1.18.5,20.3
2007/2008,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v42929411,29.1.1.18.6,17.7
2009/2010,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v42929411,29.1.1.18.6,19
2011/2012,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v42929411,29.1.1.18.6,17.2
2013/2014,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v42929411,29.1.1.18.6,18.8
2007/2008,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v42929412,29.1.1.18.7,20.2
2009/2010,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v42929412,29.1.1.18.7,22.3
2011/2012,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v42929412,29.1.1.18.7,20.4
2013/2014,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v42929412,29.1.1.18.7,21.8
2007/2008,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the Canada rate,Number,223,units,0,v42929414,29.1.1.18.9,-1
2009/2010,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the Canada rate,Number,223,units,0,v42929414,29.1.1.18.9,-1
2011/2012,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the Canada rate,Number,223,units,0,v42929414,29.1.1.18.9,-1
2013/2014,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the Canada rate,Number,223,units,0,v42929414,29.1.1.18.9,-1
2007/2008,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Statistically different from previous reference period,Number,223,units,0,v42929415,29.1.1.18.12,0
2009/2010,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Statistically different from previous reference period,Number,223,units,0,v42929415,29.1.1.18.12,0
2011/2012,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Statistically different from previous reference period,Number,223,units,0,v42929415,29.1.1.18.12,0
2013/2014,New Brunswick,13,"Perceived life stress, quite a lot (15 years and over)",Statistically different from previous reference period,Number,223,units,0,v42929415,29.1.1.18.12,0
2007/2008,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v42929596,29.1.1.19.1,420197
2009/2010,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v42929596,29.1.1.19.1,449295
2011/2012,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v42929596,29.1.1.19.1,443145
2013/2014,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v42929596,29.1.1.19.1,440631
2007/2008,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v42929597,29.1.1.19.2,408835
2009/2010,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v42929597,29.1.1.19.2,437485
2011/2012,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v42929597,29.1.1.19.2,429992
2013/2014,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v42929597,29.1.1.19.2,428387
2007/2008,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v42929598,29.1.1.19.3,431559
2009/2010,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v42929598,29.1.1.19.3,461104
2011/2012,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v42929598,29.1.1.19.3,456299
2013/2014,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v42929598,29.1.1.19.3,452874
2007/2008,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v42929600,29.1.1.19.5,69.2
2009/2010,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v42929600,29.1.1.19.5,72.6
2011/2012,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v42929600,29.1.1.19.5,70.8
2013/2014,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v42929600,29.1.1.19.5,70.8
2007/2008,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v42929601,29.1.1.19.6,67.5
2009/2010,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v42929601,29.1.1.19.6,70.8
2011/2012,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v42929601,29.1.1.19.6,68.7
2013/2014,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v42929601,29.1.1.19.6,69
2007/2008,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v42929602,29.1.1.19.7,70.9
2009/2010,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v42929602,29.1.1.19.7,74.5
2011/2012,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v42929602,29.1.1.19.7,72.9
2013/2014,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v42929602,29.1.1.19.7,72.7
2007/2008,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v42929604,29.1.1.19.9,1
2009/2010,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v42929604,29.1.1.19.9,1
2011/2012,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v42929604,29.1.1.19.9,1
2013/2014,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v42929604,29.1.1.19.9,1
2007/2008,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v42929605,29.1.1.19.12,-1
2009/2010,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v42929605,29.1.1.19.12,1
2011/2012,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v42929605,29.1.1.19.12,0
2013/2014,New Brunswick,13,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v42929605,29.1.1.19.12,0
2007/2008,New Brunswick,13,Mood disorder,Number of persons,Number,223,units,0,v48270372,29.1.1.44.1,49298
2009/2010,New Brunswick,13,Mood disorder,Number of persons,Number,223,units,0,v48270372,29.1.1.44.1,46665
2011/2012,New Brunswick,13,Mood disorder,Number of persons,Number,223,units,0,v48270372,29.1.1.44.1,52363
2013/2014,New Brunswick,13,Mood disorder,Number of persons,Number,223,units,0,v48270372,29.1.1.44.1,58494
2007/2008,New Brunswick,13,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v48270376,29.1.1.44.2,43409
2009/2010,New Brunswick,13,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v48270376,29.1.1.44.2,39736
2011/2012,New Brunswick,13,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v48270376,29.1.1.44.2,44928
2013/2014,New Brunswick,13,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v48270376,29.1.1.44.2,51186
2007/2008,New Brunswick,13,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v48270377,29.1.1.44.3,55186
2009/2010,New Brunswick,13,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v48270377,29.1.1.44.3,53594
2011/2012,New Brunswick,13,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v48270377,29.1.1.44.3,59798
2013/2014,New Brunswick,13,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v48270377,29.1.1.44.3,65802
2007/2008,New Brunswick,13,Mood disorder,Percent,Percent,239,units,0,v48270379,29.1.1.44.5,7.7
2009/2010,New Brunswick,13,Mood disorder,Percent,Percent,239,units,0,v48270379,29.1.1.44.5,7.3
2011/2012,New Brunswick,13,Mood disorder,Percent,Percent,239,units,0,v48270379,29.1.1.44.5,8.1
2013/2014,New Brunswick,13,Mood disorder,Percent,Percent,239,units,0,v48270379,29.1.1.44.5,9.1
2007/2008,New Brunswick,13,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v48270380,29.1.1.44.6,6.8
2009/2010,New Brunswick,13,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v48270380,29.1.1.44.6,6.2
2011/2012,New Brunswick,13,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v48270380,29.1.1.44.6,7
2013/2014,New Brunswick,13,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v48270380,29.1.1.44.6,8
2007/2008,New Brunswick,13,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v48270381,29.1.1.44.7,8.6
2009/2010,New Brunswick,13,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v48270381,29.1.1.44.7,8.3
2011/2012,New Brunswick,13,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v48270381,29.1.1.44.7,9.3
2013/2014,New Brunswick,13,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v48270381,29.1.1.44.7,10.2
2007/2008,New Brunswick,13,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v48270383,29.1.1.44.9,1
2009/2010,New Brunswick,13,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v48270383,29.1.1.44.9,0
2011/2012,New Brunswick,13,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v48270383,29.1.1.44.9,0
2013/2014,New Brunswick,13,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v48270383,29.1.1.44.9,1
2007/2008,New Brunswick,13,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v48270375,29.1.1.44.12,1
2009/2010,New Brunswick,13,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v48270375,29.1.1.44.12,0
2011/2012,New Brunswick,13,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v48270375,29.1.1.44.12,0
2013/2014,New Brunswick,13,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v48270375,29.1.1.44.12,0
2007/2008,Quebec,24,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v42931746,37.1.1.2.1,4986275
2009/2010,Quebec,24,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v42931746,37.1.1.2.1,5026258
2011/2012,Quebec,24,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v42931746,37.1.1.2.1,5017285
2013/2014,Quebec,24,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v42931746,37.1.1.2.1,5063390
2007/2008,Quebec,24,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v42931747,37.1.1.2.2,4934001
2009/2010,Quebec,24,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v42931747,37.1.1.2.2,4966699
2011/2012,Quebec,24,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v42931747,37.1.1.2.2,4949256
2013/2014,Quebec,24,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v42931747,37.1.1.2.2,4995504
2007/2008,Quebec,24,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v42931748,37.1.1.2.3,5038549
2009/2010,Quebec,24,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v42931748,37.1.1.2.3,5085817
2011/2012,Quebec,24,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v42931748,37.1.1.2.3,5085314
2013/2014,Quebec,24,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v42931748,37.1.1.2.3,5131275
2007/2008,Quebec,24,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v42931750,37.1.1.2.5,77.2
2009/2010,Quebec,24,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v42931750,37.1.1.2.5,76.3
2011/2012,Quebec,24,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v42931750,37.1.1.2.5,74.9
2013/2014,Quebec,24,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v42931750,37.1.1.2.5,73.9
2007/2008,Quebec,24,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v42931751,37.1.1.2.6,76.4
2009/2010,Quebec,24,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v42931751,37.1.1.2.6,75.4
2011/2012,Quebec,24,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v42931751,37.1.1.2.6,73.9
2013/2014,Quebec,24,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v42931751,37.1.1.2.6,72.9
2007/2008,Quebec,24,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v42931752,37.1.1.2.7,78
2009/2010,Quebec,24,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v42931752,37.1.1.2.7,77.2
2011/2012,Quebec,24,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v42931752,37.1.1.2.7,75.9
2013/2014,Quebec,24,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v42931752,37.1.1.2.7,74.9
2007/2008,Quebec,24,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v42931754,37.1.1.2.9,1
2009/2010,Quebec,24,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v42931754,37.1.1.2.9,1
2011/2012,Quebec,24,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v42931754,37.1.1.2.9,1
2013/2014,Quebec,24,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v42931754,37.1.1.2.9,1
2007/2008,Quebec,24,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v42931755,37.1.1.2.12,0
2009/2010,Quebec,24,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v42931755,37.1.1.2.12,0
2011/2012,Quebec,24,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v42931755,37.1.1.2.12,-1
2013/2014,Quebec,24,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v42931755,37.1.1.2.12,0
2007/2008,Quebec,24,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v48333732,37.1.1.37.1,220672
2009/2010,Quebec,24,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v48333732,37.1.1.37.1,262653
2011/2012,Quebec,24,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v48333732,37.1.1.37.1,257831
2013/2014,Quebec,24,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v48333732,37.1.1.37.1,298320
2007/2008,Quebec,24,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v48333736,37.1.1.37.2,198281
2009/2010,Quebec,24,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v48333736,37.1.1.37.2,235966
2011/2012,Quebec,24,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v48333736,37.1.1.37.2,232229
2013/2014,Quebec,24,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v48333736,37.1.1.37.2,270455
2007/2008,Quebec,24,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v48333737,37.1.1.37.3,243063
2009/2010,Quebec,24,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v48333737,37.1.1.37.3,289340
2011/2012,Quebec,24,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v48333737,37.1.1.37.3,283432
2013/2014,Quebec,24,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v48333737,37.1.1.37.3,326184
2007/2008,Quebec,24,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v48333739,37.1.1.37.5,3.4
2009/2010,Quebec,24,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v48333739,37.1.1.37.5,4
2011/2012,Quebec,24,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v48333739,37.1.1.37.5,3.8
2013/2014,Quebec,24,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v48333739,37.1.1.37.5,4.4
2007/2008,Quebec,24,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v48333740,37.1.1.37.6,3.1
2009/2010,Quebec,24,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v48333740,37.1.1.37.6,3.6
2011/2012,Quebec,24,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v48333740,37.1.1.37.6,3.5
2013/2014,Quebec,24,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v48333740,37.1.1.37.6,3.9
2007/2008,Quebec,24,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v48333741,37.1.1.37.7,3.8
2009/2010,Quebec,24,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v48333741,37.1.1.37.7,4.4
2011/2012,Quebec,24,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v48333741,37.1.1.37.7,4.2
2013/2014,Quebec,24,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v48333741,37.1.1.37.7,4.8
2007/2008,Quebec,24,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v48333743,37.1.1.37.9,-1
2009/2010,Quebec,24,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v48333743,37.1.1.37.9,-1
2011/2012,Quebec,24,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v48333743,37.1.1.37.9,-1
2013/2014,Quebec,24,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v48333743,37.1.1.37.9,-1
2007/2008,Quebec,24,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v48333735,37.1.1.37.12,0
2009/2010,Quebec,24,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v48333735,37.1.1.37.12,1
2011/2012,Quebec,24,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v48333735,37.1.1.37.12,0
2013/2014,Quebec,24,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v48333735,37.1.1.37.12,0
2007/2008,Quebec,24,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v49451407,37.1.1.45.1,5979228
2009/2010,Quebec,24,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v49451407,37.1.1.45.1,6158117
2011/2012,Quebec,24,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v49451407,37.1.1.45.1,6256516
2013/2014,Quebec,24,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v49451407,37.1.1.45.1,6370844
2007/2008,Quebec,24,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v49451409,37.1.1.45.2,5939866
2009/2010,Quebec,24,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v49451409,37.1.1.45.2,6121299
2011/2012,Quebec,24,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v49451409,37.1.1.45.2,6213995
2013/2014,Quebec,24,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v49451409,37.1.1.45.2,6328204
2007/2008,Quebec,24,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v49451410,37.1.1.45.3,6018590
2009/2010,Quebec,24,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v49451410,37.1.1.45.3,6194935
2011/2012,Quebec,24,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v49451410,37.1.1.45.3,6299037
2013/2014,Quebec,24,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v49451410,37.1.1.45.3,6413484
2007/2008,Quebec,24,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v49451412,37.1.1.45.5,92.6
2009/2010,Quebec,24,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v49451412,37.1.1.45.5,94.1
2011/2012,Quebec,24,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v49451412,37.1.1.45.5,93.8
2013/2014,Quebec,24,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v49451412,37.1.1.45.5,93.3
2007/2008,Quebec,24,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v49451413,37.1.1.45.6,92.1
2009/2010,Quebec,24,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v49451413,37.1.1.45.6,93.6
2011/2012,Quebec,24,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v49451413,37.1.1.45.6,93.2
2013/2014,Quebec,24,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v49451413,37.1.1.45.6,92.8
2007/2008,Quebec,24,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, percent",Percent,239,units,0,v49451414,37.1.1.45.7,93.2
2009/2010,Quebec,24,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, percent",Percent,239,units,0,v49451414,37.1.1.45.7,94.5
2011/2012,Quebec,24,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, percent",Percent,239,units,0,v49451414,37.1.1.45.7,94.3
2013/2014,Quebec,24,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, percent",Percent,239,units,0,v49451414,37.1.1.45.7,93.9
2007/2008,Quebec,24,"Life satisfaction, satisfied or very satisfied",Statistically different from the Canada rate,Number,223,units,0,v49451416,37.1.1.45.9,1
2009/2010,Quebec,24,"Life satisfaction, satisfied or very satisfied",Statistically different from the Canada rate,Number,223,units,0,v49451416,37.1.1.45.9,1
2011/2012,Quebec,24,"Life satisfaction, satisfied or very satisfied",Statistically different from the Canada rate,Number,223,units,0,v49451416,37.1.1.45.9,1
2013/2014,Quebec,24,"Life satisfaction, satisfied or very satisfied",Statistically different from the Canada rate,Number,223,units,0,v49451416,37.1.1.45.9,1
2007/2008,Quebec,24,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v49451408,37.1.1.45.12,0
2009/2010,Quebec,24,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v49451408,37.1.1.45.12,1
2011/2012,Quebec,24,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v49451408,37.1.1.45.12,0
2013/2014,Quebec,24,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v49451408,37.1.1.45.12,0
2007/2008,Quebec,24,"Perceived life stress, quite a lot (15 years and over)",Number of persons,Number,223,units,0,v42931756,37.1.1.18.1,1654138
2009/2010,Quebec,24,"Perceived life stress, quite a lot (15 years and over)",Number of persons,Number,223,units,0,v42931756,37.1.1.18.1,1697076
2011/2012,Quebec,24,"Perceived life stress, quite a lot (15 years and over)",Number of persons,Number,223,units,0,v42931756,37.1.1.18.1,1793704
2013/2014,Quebec,24,"Perceived life stress, quite a lot (15 years and over)",Number of persons,Number,223,units,0,v42931756,37.1.1.18.1,1738423
2007/2008,Quebec,24,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42931757,37.1.1.18.2,1599262
2009/2010,Quebec,24,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42931757,37.1.1.18.2,1633510
2011/2012,Quebec,24,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42931757,37.1.1.18.2,1725625
2013/2014,Quebec,24,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42931757,37.1.1.18.2,1668763
2007/2008,Quebec,24,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v42931758,37.1.1.18.3,1709014
2009/2010,Quebec,24,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v42931758,37.1.1.18.3,1760643
